Tweets,Category
"Take a Prime Play ride with code ""AISHA"" before 15-April &amp; WIN a chance to meet the cast of A.I.SHA https://t.co/8wuwyNjwhz #OlaPlay #AISHA https://t.co/VvNH7ABFRT",1
"@tkaircel Hi, apologies for the hassle caused. For Ola share rides, we expect a delay of 20-25 minutes for you to reach the (1/3)",0
@tkaircel destination. We have checked the details of your ride and can see that you have been charged correctly for the shared ride (2/3),1
"@tkaircel taken. Also, in share ride the charges are acknowledged to you prior confirming the booking. (3/3)",0
"@anurag_mnit Thanks for the shout-out, Anurag.. We're glad that you enjoyed your first #OlaPlay ride! ??",1
"#Chennai Free vehicle insurance, autos at special rates and much more, for Ola Auto Partners at #OlaBaashaMela!
RT &amp; spread the word https://t.co/VlEuiVznRi",1
@vishal_patran Thanks Vishal ??,1
"@v_k0210 That is true, Vipin. Thanks for spreading the word about #OlaBaashaMela",1
@suhas_sambhus Kindly DM us with your booking ID. We will look into this and update you soon.,1
"Write your caption for this photo with the HT #OlaBaasha 
Most original, whackiest, &amp; funniest captions would win Ola vouchers!
#CaptionThis https://t.co/sZsIC4Bl7b",1
"That feeling when you are greeted with a big, welcoming smile. #VoCABulary https://t.co/TJItmTbcEb",1
@Shayan_SR Saving Private Shayan!,0
@IKarsija Good one Indever! You have won a Ola voucher. Please DM us your phone number and email ID.,1
"The 1995 hit Baashha just got remastered &amp;it has #Rajinikanth driving an Ola auto: https://t.co/ss5T2AOof2
In association with @Olacabs https://t.co/mYRyWQAdM9",0
"Tell us why you want to get away this weekend, and WIN @TreeboHotels &amp; #OlaOutstation vouchers #OlaTreeboLongWeekend
https://t.co/kOCYuZaAuz https://t.co/v4HHE0qW9r",1
Use code AISHA to book @Olacabs Prime Play sedan &amp; stand a chance to win a ride with a cast member of #AISHASeason2 https://t.co/ggrQjVAZLe https://t.co/RzUAw7ASQe,1
Just what you need after a long day! @Olacabs #PrimePlay https://t.co/o8IvakI0X3,0
"The New Year is here! 
We wish you a very Happy Baisakhi, Vishu and Tamil Puthaandu. 
#??????????????? #HappyVishu #HappyBaisakhi https://t.co/QnJRIl3Uao",1
#WorldHeritageDay How much do you know about the World Heritage sites in India? Find out now &amp; win Ola vouchers! #ExploreWithOlaOutstation,1
**ContestAlert** #WorldHeritageDay Quiz coming up! #ExploreWithOlaOutstation @ContestBoard @Contest_Hub @thefreejinn @ContestIndia_,0
The first person to give the correct answer to the #WorldHeritage Quiz question will win #OlaOutstation vouchers!! #ExploreWithOlaOutstation,1
Don't forget to Like &amp; RT the contest questions. First question coming up in 5 mins! #StayTuned #ExploreWithOlaOutstation #WorldHeritageDay,0
"Q1. How many @UNESCO World Heritage sites are present in India? #ExploreWithOlaOutstation 
#WorldHeritageDay",0
"@anandranka25 @UNESCO Congrats, you have won #OlaOutstation voucher! Please DM us your phone number and email ID.",1
Q2. What is the flagship species of the Radhanagiri Wildlife Sanctuary? #ExploreWithOlaOutstation #WorldHeritageDay,1
"@AmitVishnani1 Congrats, you have won #OlaOutstation voucher! Please DM us your phone number and email ID.",1
Q3. Where is this majestic structure located? #ExploreWithOlaOutstation #WorldHeritageDay https://t.co/JMgDuElNMz,0
"@Monster_Fun Congrats, you have won #OlaOutstation voucher! Please DM us your phone number and email ID.",1
Winner of #AISHASeason2 @Olacabs Ride With The Cast Contest to be announced in the live chats too. Be there! https://t.co/O6UstYO2XD,1
@SunnyThakkar_ So happy to hear!,1
"Hey folks, here's a quick question; for which of these scenarios would you use #OlaRentals?",0
#Delhi Now you can recharge your Delhi Metro card using #OlaMoney! @olamoney_in https://t.co/lRDLd8CkVS,0
"#Bengaluru book an #OlaShare &amp; travel in the city at just ?49 for 7km. Valid only till 10PM, today! #DoYourShare https://t.co/gHB9dI1ZdC https://t.co/Jx04BvubM4",0
"Great experience with select, prime, rentals and outstation @Olacabs 

Well done @bhash on shaping the product so well.",1
@kunalb11 @bhash Happy and humbled to hear this. Thank you!,1
#happiness is early morning @Olacabs music. Makes you forget the crazy #Delhi traffic! https://t.co/trvGstNnqa,0
The weekend's calling...answer it! Let your Out Of Office do the talking for you! Send us your best OOO Message with #OutOnOutstation &amp; Win! https://t.co/Fs85mZ63cD,1
"With @mohitnarang747 in @Olacabs Mumbai Darshan. A new thing, awesome ride. https://t.co/beqakqTIcy",1
#EarthDay is here. Do your bit by taking #OlaShare &amp; unlock exclusive benefits. #ShareForEarth https://t.co/FsLsHEzhil https://t.co/ubBatg4Hg0,1
@shashreek Should we send you the address ;),1
"Take an #OlaShare today, using the code EARTHDAY to gain credits and redeem exclusive Ola benefits #ShareForEarth https://t.co/FsLsHEzhil",1
Its Earth Week peeps! Tag that one friend of yours who goes out of the way to keep the environment pollution-free! #ShareForEarth https://t.co/nMEngNYQiH,1
"Today on @sachin_rt's birthday, we launch Ola Partners League #OPL- a virtual cricket game for our driver partners. #HappyBirthdaySachin https://t.co/PZSabTArNj",0
@prasanto They play by driving. #OPL,1
Happy to have you and @IrfanPathan on board for Ola Partners League! #OPL https://t.co/EOtxu0OHsE,1
Take an #OlaShare using the code EARTHDAY to gain green credits &amp; redeem for rewards on Ola Share! #ShareForEarth https://t.co/kdPQMvOKIg https://t.co/TTx5raAds6,1
. @Olacabs hopes to leave a green trail with new #marketing campaign https://t.co/t36rJGLh5I,1
"Would you #ShareForEarth?
Earn Green Credits on all your Share rides this week, with code: EARTHDAY https://t.co/CoGRna2Hyt",1
@CARS24india and @Olacabs are coming together and https://t.co/jCzKRm2ARO,0
"According to you, which of the following option is the most effective way to reduce traffic in your city? #ShareForEarth",1
@Sanjeevjat9 @sachin_rt Here you go :https://t.co/2pB7gn055C,0
@shikhari09 @IrfanPathan Here you go: https://t.co/2pB7gn055C,0
"Every ride you take with us can help a driver-partner earn runs with #OPL
Find out how: 
https://t.co/RT1PNOD5Ds",1
@dibyadip Doesn't matter. Apply on your next ride! #ShareForEarth,0
Our best wishes to Mr.Jabir and we are proud to partner with him on his success journey. #HumansOfOla https://t.co/wZafcQj2Mr  https://t.co/Lgls41vJsd,1
#Delhi Fancy a Delhi-Gurugram toll with fewer breaks? Make it a reality with #OlaShare at ?40 for 5km #ShareForEarth https://t.co/BHmuv1Ju3w https://t.co/M7lHdfqLcs,0
"@ShaadiDotCom @Zomato Way to someone's heart, way to find a soulmate and a way to get around. Congrats! #BestSocialMediaBrands @Social_Samosa",1
Love the personalized experience in @Olacabs' #OlaPlay which also remembers the last song or show I was watching! @nivedithg https://t.co/XetKGlC1xS,1
"Riding with #OlaShare helps put fewer cars on the road, reducing traffic and pollution! #ShareForEarth https://t.co/RoE8jIFoP5",1
Great news @irfanpathan! Best wishes from #OPL for the upcoming matches?? https://t.co/oe7999F6AO,1
App-based autorickshaw rides to cover last-mile https://t.co/ufFWxxL9Aa @Olacabs #Bengaluru https://t.co/R7XKPHwVpI,0
"#Mumbai Book an #OlaShare &amp; travel anywhere in the city at just ?45 for 6km #ShareForEarth Offer ends today!
https://t.co/8tlIi00q7g https://t.co/oJs6vnMOG1",0
What are your plans for the upcoming long weekend?,0
@oyorooms Long drive jayenge? Hope you have #OlaPlay,1
"@fingerincrimson @IrfanPathan You don't know #OPL? Ask your driver-partner on your next Ola ride. 
Meanwhile, let @mandybedi explain what is #OPL
https://t.co/mmiQe2qBia",0
@NaveenBachwani Yay for ride-sharing! #shareforearth,1
@gadha Tell us what you'd like to see on #Olaplay?,1
"What are your plans for the long weekend? Let us know with your very own vacation responder &amp; win #OlaOutstation vouchers!
#OutOnOutstation https://t.co/RU5zPLrOy2",1
#OPL is a game for our driver-partners to score runs and earn rewards. Help them discover it on your next ride. Ask them #OPLScoreKyaHai ?,1
"@manojshesh24 Once your trip ends, ask your driver-partner to tap OPL icon on their app, answer a question, and help 'em score points! #OPLScoreKyaHai",1
"Way to go! 
Taking an Ola? Don't forget to ask your driver-partner what's her/his #OPL score!
#OPLScoreKyaHai https://t.co/f5dG0vJdlb",1
@anjalihegde The suspense is killing us.,0
@nikesh_kr_ It's a game for our driver-partners to score runs and earn rewards. Help them discover it at the end of your next ride.#OPLScoreKyaHai,1
"Anjali, the nation wants to know. #baahubali2 #OlaShareTales https://t.co/RiLFZbKN1r",0
@nikesh_kr_ Sure. Would you like to drive with us? #OPLScoreKyaHai,1
@Oinkoo Final Destination.,0
"Hey @AdvancedMaushi, this one's for you... #ShareForEarth https://t.co/yOaxeUvPVV",0
"Hi @nikhiljoisr, thanks for the love and support you've shown #OlaShare! #ShareForEarth https://t.co/2Fp4JSOiRe",1
@sharinbhatti Don't miss the Chicken from Pal Dhaba. Enjoy your trip!,1
"Save the date, peeps! Tomorrow we celebrate #OlaAutoDay. 
Guess why and WIN free auto rides! https://t.co/iz1NmAs5bb",1
"Todays the last day of Earth Week! Take Ola Share rides to unlock exclusive Share benefits! #ShareForEarth
https://t.co/hobSJeT70f",1
@akshayprbhu ??#OlaAutoDay https://t.co/tbspb5wJdA,0
"Our #IndiaBucketlist curated by top Indian travel bloggers https://t.co/3a077aivTH
Share your fav destinations &amp; win #OlaOutstation vouchers https://t.co/NJgZFwcZ9k",1
"Today is #OlaAutoDay, the day we pay for your auto ride! 
Stay tuned for more details. RT and spread the word. https://t.co/LwLyrX8CFn",0
"Travel: My Road Trip Bucketlist
https://t.co/7cxTCmAwem #OlaOutstation  #IndiaBucketlist https://t.co/8mLHFUMs1N",0
We bring a great offer for Ola users. Sell your car to CARS24 &amp; get Ola Money worth Rs.3000 Valid in select cities https://t.co/st4Z74D2j7 https://t.co/pxPGNceZMd,1
@Dheerajverma20 Congrats! You have got it right! DM us your phone number and registered email ID.,1
@creativepagal Congrats! You have got it right! DM us your phone number and registered email ID.,1
@gadaharsh7 Congrats. You have got it right. DM us your phone number and email ID to claim your vouchers.,1
@gauravmandal27 Congrats. You have won a Ola voucher. DM us your phone number and email ID.,1
"@Anjana23ganesh That's right! Congrats, you have won a Ola voucher. DM us your registered phone number and email ID.",1
"Hey, travel junkies check out my list of #weekendgetaways: https://t.co/neNEqSd4Gx
#IndiaBucketlist #TravelBlog #Indore #OlaOutstation #go",0
"Today is #OlaAutoDay, the day we pay for your ride! If you haven't already, take your 1st Ola Auto ride, today! https://t.co/4WrIOMp93H https://t.co/frsjj4iyO2",0
"Long-weekend is just a day away! Here is my bucket-list for you. Go Go
#Indiatravel #Indiabucketlist #OlaOutstation

https://t.co/0nnaIu7Als https://t.co/2Nv1rWg6ls",0
Take a pic of the numbers '294' in a sequence using HT #OlaAutoDay. Lucky winners would receive #Amazon vouchers! https://t.co/QU0m35NQ0t,1
Good stuff @Olacabs nice to feel prime https://t.co/N6OFyqKmty,1
10 Long Weekend Destinations Around Delhi NCR https://t.co/Z9FB1EM040 #OlaOutstation  #IndiaBucketlist https://t.co/oO04tKdmgx,0
"@Sizzlingsuryaa Congrats, you have won an amazon voucher. DM us your phone number and email ID. #OlaAutoDay",1
"@lavishkumar_17 Congrats, you have won an Amazon voucher. DM us your phone number and email ID. #OlaAutoDay",1
"@kushal_kkb Congrats, you have won an Amazon voucher. DM us your phone number and email ID. #OlaAutoDay",1
"@gunjanranka Congrats, you have won an Amazon voucher. DM us your phone number and email ID. #OlaAutoDay",1
"@writetoanant Congrats, you have won an Amazon voucher. DM us your phone number and email ID. #OlaAutoDay",1
@anshumanjohriAJ Udaipur should definitely feature in #IndiaBucketlist. You have won #OlaOutstation voucher. DM us your phone number and email ID.,1
@heena29784 We love your choices for #IndiaBucketlist. You have won an #OlaOutstation voucher. DM us your registered email ID and phone number.,1
@bhaveshsw @ContestIndia_ Nathula Pass should definitely feature in the #IndiaBucketlist. You have won a #OlaOutstation voucher. DM us your email ID and phone number.,1
Had 2 rides in @Olacabs auto this morning. Super convenient (&lt;3 min book to pick up) &amp; amazing pricing! Solves my last-mile transport issues,1
"Next time you're in an Ola, don't forget to ask your driver partner their #OPL score. Here's why: https://t.co/MQ7GJM5vZl 
#OPLRunsKitneHai https://t.co/xOOktkMpsg",1
"Now, save the places you visit the most, like the gym, the supermarket, or even your favourite restaurant! Here's how; #KnowYourOlaApp https://t.co/Ha0KCuWjI9",1
"Here are the rules of the #OPL being played by your driver partner.
Now, don't forget to ask him #OPLRunsKitneHai! https://t.co/rJWED8Dpix",1
"#Bengaluru Tomorrow, ride Ola Share at flat ?49, upto 7km! Also get cashback from @Grofers on purchase of SharePass https://t.co/jY15dlFgmO https://t.co/quUfGXOTKC",1
#Hyderabad Book an #OlaShare to travel anywhere in the city at just ?40 for 5km. Offer valid only tomorrow! Details: https://t.co/tBBeq7ddhl https://t.co/xBplwg6SaD,0
"@deepakabbot Deepak, as assured on call, we're going to fix this. You've been one of earliest customers, we won't let you down. Happy rides!",1
"@venusjain Awesome! The best way to thank your driver-partner would be to ask his #OPL run score. Do ask #OPLRunsKitneHai after every ride, always.",1
Got a #PrimeExec today &amp; was greeted with a @Chevrolet Cruze! And now hubby's back to work thanks to the free WiFi. @Olacabs I'm impressed! https://t.co/SJzOGeH12D,1
#Mumbai Book an #OlaShare to travel anywhere in the city at just ?45 for 6km. Offer valid only today! Details: https://t.co/geQg8a344U https://t.co/P8N6lA15vF,0
Have you asked your driver partner's  #OPLRunsKitneHai? https://t.co/R79dpFwfXE,0
"The Nation wants to know, which of the following is coming soon to #OlaPlay?
Vote away, people! #LetsPlay",0
"With you, May the fourth be! #StarWarsDay https://t.co/TtfFG95uag",0
"When it's 6 PM on a Friday, it is time to...",0
@r_m_kanojia Regret the unpleasant experience. We've initiated corrective actions on the auto driver partner for the service denial. (1/3),0
@r_m_kanojia We also see that you've booked a Micro and have been billed as per Micro charges and the distance travelled. Here is a (2/3),0
@r_m_kanojia link to our fares: https://t.co/XTlWYSPXx8 (3/3),0
@CoorgRocker Thanks Arshad. We're happy that you like the #OlaPlay services ??,1
"This Mother's Day, help your Mother shop @grofers and get free Ola cabs rides and more! https://t.co/LdIOjS68oe",1
"@youmefy @Bhuvan_Bam Hey Saurabh, we'd like to speak with you regarding your experience. We'd really appreciate if you could DM your phone number. Thanks??",1
@LordFartVader @mohanishchopra Katappa wanted to play #OPL. That's why! #OPLRunsKitneHai,1
Thrilled to partner with @airtelindia to bring a range of integrated digital offerings for millions of Indians! https://t.co/iNG0TMRsCU,1
"#Bengaluru Introducing #GreenTuesdays! Tomorrow, book an #OlaShare to travel anywhere in the city @ just ?49 for 7km https://t.co/IPLUuUKOcF https://t.co/S33odcAN3S",0
This thread! #OPLRunsKitneHai https://t.co/mlgj64QyTp,0
We're curating the #MothersDay playlist! Share song dedications for your mother and the best songs will make it onto #OlaPlay https://t.co/yl3PYhneoJ,1
@Shutterbwoy Classic choice! #OlaPlay,0
"Dedicate a song to your Mum, and we'll add it to our #MothersDay playlist on #OlaPlay 
Great one from Navin @Shutterbwoy https://t.co/YYJCb4vgeA",1
@aadiivaasii Loved it! https://t.co/9UXrXFq247,1
Tweet to us your mom's favourite holiday destination &amp; win exciting prizes @goibibo @Olacabs @foodpandaIndia #TimeForMom https://t.co/44RO0oUU0y,1
"@Flipkart Hey @Flipkart, we re-imagined the Big 10, #OlaPlay style, and turned it into a ride youll wish never ends. Watch it. Enjoy it #Big10YourWay https://t.co/IDwLk8nlKs",1
@bhaiyyajispeaks @AdvancedMaushi Eagerly waiting.,1
Close enough. #OlaPlay https://t.co/mI9KwHs3ix,0
We've partnered with Cricket Academy of Pathans to identify talent &amp; offer scholarships to our Driver Partners children. #OPLRunsKitneHai https://t.co/S5TnGI9Mks,1
"#Bengaluru Book an #OlaShare today and travel anywhere in the city at just ?40 for 5km, between 12 noon and 5 PM. #DoYourShare https://t.co/XXiap4EFi9",0
We're teaming up with @ALTBalaji &amp; bringing the ultimate entertainment experience to your #PrimePlay ride https://t.co/XJFtOx84Kb #OlaPlay https://t.co/aMRsZXZtoA,1
"On #NationalTechnologyDay, we would like to applaud all our engineers, who are transforming the way India travels. Introducing #OlaLabs! https://t.co/2uiB80xpZK",1
"Stay connected on the go, and make the best use of your commute time with #AutoConnect WiFi, from #OlaLabs
#NationalTechnologyDay https://t.co/RkS3XfjfMq",1
"With #OlaPlay, say goodbye to boring rides, and take control of your in-cab experience! #OlaLabs #NationalTechnologyDay https://t.co/nARhKvx9j0",0
No mobile internet? No problem. Now you can book a cab via #OfflineBooking from your Ola app  #OlaLabs #NationalTechnologyDay https://t.co/gvb25Hndow,0
"Can't pay for your ride immediately? We have the solution! Pay later, with #OlaCredit. #OlaLabs #NationalTechnologyDay https://t.co/67XtWq7IBZ",1
We're proud to be partnered with Mr.Anil &amp; we wish him the very best on his quest to reunite lost children with their families #HumansOfOla https://t.co/LsIAKYPNgv,1
"Big ups to @Olacabs for having us! ?
Catch the freshest entertainment on the go. https://t.co/ykCX02GEwt
#ALTBalaji #BingeKaro https://t.co/pK7W5DcoAD",1
Coming soon discipline on Indian roads! #MomSquad https://t.co/QzcuYeBsAA,0
Coming soon to put an end to road rage! #MomSquad https://t.co/Vyk0OCApmq,0
"#Hyderabad, here's your chance to win free passes to #SteppinOutNightMarket. - https://t.co/MxyurXqxEL 
We have a contest coming up!",1
"#Hyderabad Name one show which is #NowPlaying on #OlaPlay! 
10 lucky winners would win free passes to #SteppinOutNightMarket https://t.co/Zxn7mVeGjD",1
"@cajaveedali That's right, Javeed. Please DM your full name, phone number, and email.",1
"@zaffna That's right, Zaffar. Please DM your full name, phone number, and email.",1
"@suvodipmoitra That's right, Suvodip. Please DM your full name, phone number, and email.",1
@cajaveedali Will share the passes in a couple of hours!,1
"@JustRohit That's right, Rohit. Please DM your full name, phone number, and email.",1
"@MaramAjay That's right, Ajay. Please DM your full name, phone number, and email.",1
"@lymrpk That's right, Adil. Please DM your full name, phone number, and email.",1
"@CutiePieReetu That's right, Reeta. Please DM your full name, phone number, and email.",1
"@ryansush That's right, Azeem. Please DM your full name, phone number, and email.",1
"@Sai_Viper That's right, Sai. Please DM your full name, phone number, and email id.",1
"@asfiaj Congrats, Asfia. Please DM your full name, phone number, and email id.",1
Coming soon Never seen before law and order on the streets. #MomSquad https://t.co/39kqdXUNup,0
"This Mothers Day, the #MomSquad brings their super power to the roads. Watch now to know how! A happy #MothersDay to all moms. https://t.co/zcA1zZg1R7",1
"Hey @blrcitypolice, wouldn't #MomSquad be a great addition to your fleet? Kudos for the great job you guys are doing each day! https://t.co/1VLNDj68FJ",0
"This #WorldFamilyDay, leave work early and spend more time with your family! #LeaveOfficeOneHourEarly Code: LEAVEEARLY https://t.co/zMvJ0Aurlq",0
"@clubmahindra Happy to be part of this initiative for #WorldFamilyDay. Now, it's time for us to #LeaveOneHourEarly as well! Good night, guys! ??",1
"#Bengaluru Book an #OlaShare tomorrow &amp; travel at just ?49 for 7km, from 6AM to midnight. #GreenTuesdays 
Learn more:https://t.co/IPLUuUKOcF https://t.co/uZpBGQJT2E",0
"With all that free @bira91beer, you're going to need a lot of safe rides.We've got u covered.Go get 'em! #PeekeMatChala #LuckyAnkit @nearbuy https://t.co/LQTggokKu0",1
"You can book a cab even without any internet, directly from your Ola app! #OfflineBooking
Details: https://t.co/XAlSSW3KC9
#KnowYourOlaApp https://t.co/ntx5ou1wq0",0
Congrats to our partners' children who have won scholarships at Imtiaz Ahmed Cricket Academy as part of Ola Partners League #OPLRunsKitneHai https://t.co/4gbqt9ajVI,1
"Win assured gifts worth up to Rs.3000 with every Ola Outstation ride till 28th May! #OutstationTurns1
Learn more: https://t.co/a5rdOzSSRc https://t.co/EZDSLp8DdP",1
"Our mobile web team rocked the stage yesterday at Google IO. Way to go people! We are super proud of you.  #io17
@GoogleIndia https://t.co/hrgj1IpCBd",1
"Tell us what's no.1 on your #IndiaBucketlist for a chance to win @clubmahindra holiday vouchers #OutstationTurns1
https://t.co/OYtZFkAUZo https://t.co/NCNDPAnoy7",1
Woohoo! https://t.co/4PMgzE8h1D,1
"Light, fast, smooth. @Olacabss new Progressive Web App was launched at #io17. https://t.co/P2XojgSHL1 https://t.co/53a4ggXuUf",1
"One more way to book an Ola, with our mobile web app! 
'Light, fast, smooth' @GoogleIndia #HeardAtIO17 https://t.co/DmpS0sWBov",0
"Oh, yeah! @AllIndiaBakchod #OlaPlay #LetsPlay https://t.co/TrBlnSdmjc",1
"Congrats to the children of Olas Partners who have won scholarships and cricket kits from top cricket academies, thanks to #OPLRunsKitneHai https://t.co/WikcgfKS4S",1
Listening to a specially curated playlist by  @ShirleySetia in my @Olacabs ride to work. Such fun music! #WhatIlistenTo,1
"Which song best defines your mood right now? 
Share with us using #OlaPlaylist and we'll add it to the #FridayFeeling playlist on #OlaPlay. https://t.co/nMzbJYgVeo",1
@varun_cena Interesting.... #FridayFeeling #OlaPlaylist,0
"@bhavik16897 Great to know that you're having a brilliant day, Bhavik! ??#FridayFeeling #OlaPlaylist",1
"Stay productive, even while stuck in traffic! The best of #POPxo is now available on #OlaPlay! Welcome onboard, @POPxoDaily! https://t.co/ekHxFTes1B",1
Share your favourite songs to drive away the Monday blues! Top songs will be featured on the #MondayMotivation playlist on #OlaPlay https://t.co/2nVlSDu5bS,1
@varun_cena Great choice.. #MondayMotivaton #OlaPlaylist,1
@erprateekgupta Perfect attitude to kick off the week! #OlaPlaylist,1
"@kpsaivikkram Thanks for the shout-out, Sai. Glad that we were able to make your Monday, awesome! ?? #OlaPlay",1
"@Shraddha_Pai @itsSSR @kritisanon Aw, you are tooo kind.",1
The only female Ola driver of Pune. Made my day! @Olacabs https://t.co/qR6aIRPu8I,0
"#Bengaluru Book an #OlaShare tomorrow &amp; travel at just ?49 for 7km, from 6AM to midnight #GreenTuesdays 
Learn more: https://t.co/IPLUuUKOcF https://t.co/uIE8aL9cGS",0
"We know what the nation wants! Now, you can watch the best of @Republic TV, while on your way to work in your #PrimePlay ride.
#OlaPlay https://t.co/h8mHpmA1CY",1
Wooohooo! My favourite music now on the go with @Olacabs ! Check out #WhatIListenTo now playing on #OlaPlay ???? https://t.co/uokWX4P6RC,1
"Tag a friend who is celebrating anniversary or birthday in May &amp; help them win Outstation vouchers #OutstationTurns1
https://t.co/kXqI5EKyjT https://t.co/M0q7QEZs0H",1
"Don't miss any special offer from us now. Find all the communication from Ola in Notifications tab #KnowYourOlaApp
https://t.co/y4lt74qqqC https://t.co/HZX7uZ6n9U",0
*Contest Alert* Win tickets to Sachin A Billion Dreams! @ContestBoard @ContestsInIndia @Contest_Hub @thefreejinn #ABillionDreamsWithOla,1
"Tell us which is the best inning of Master blaster &amp; win tickets to Sachin A Billion Dreams #ABillionDreamsWithOla
https://t.co/X8TD7dI3m0 https://t.co/BJbGZuJzu3",1
@aishwarya_sha @ola_supports Of course! Our team met Sunil and conveyed our heart-felt appreciation to him. #HumansOfOla https://t.co/nsm5FBWBpr,1
"Wish we had more like him!
https://t.co/5NoYcZenge",1
@StoryPicker We met Sunil and conveyed everyones best wishes to him. #HumansOfOla.  More power to him! https://t.co/GRaNRlbItt,1
"Sunil K, our driver-partner from Mangalore who won many hearts by refusing to take money to drop a customer to the hospital. #HumansOfOla https://t.co/09weNRAeAD",0
@djSHIVAMANUJA One just can't forget the epic sand storm innings! #ABillionDreamsWithOla,1
"@djSHIVAMANUJA You sir, are one of the biggest fans of Master Blaster. #ABillionDreamsWithOla",0
"Now playing, Vicky Donor on #OlaPlay. #LetsPlay https://t.co/WtBnCBgPZV",1
"Which is the best inning of the Master Blaster? Vote now! 
#ABillionDreamswithOla",1
@vivekrocky32 Hey we do have  a lot of content from @TheViralFever already!,0
Made a playlist for those of you riding in @Olacabs and it's up now! ??#whatIlistento #OlaPlay https://t.co/P2zhIaHcSE,0
@AmitVishnani1 You have won tickets to Sachin A Billion Dreams. Please DM us your phone number and email ID. #ABillionDreamsWithOla,1
@pirated_human You have won tickets to Sachin A Billion Dreams. Please DM us your phone number and email ID. #ABillionDreamsWithOla,1
@comeonshiv You bet! You have won tickets to Sachin A Billion Dreams. Please DM us your phone number and email ID. #ABillionDreamsWithOla,1
@KeshavKundu You have won tickets to Sachin A Billion Dreams. Please DM us your phone number and email ID. #ABillionDreamsWithOla,1
@Nps007Kumar @sachin_rt You have won tickets to Sachin A Billion Dreams. Please DM us your phone number and email ID. #ABillionDreamsWithOla,1
@todankar_rj You have won tickets to Sachin A Billion Dreams. Please DM us your phone number and email ID. #ABillionDreamsWithOla,1
@ns_verma You have won tickets to Sachin A Billion Dreams. DM us your phone number and email ID. #ABillionDreamsWithOla,1
@Being_royals You have won tickets to Sachin A Billion Dreams. Please DM us your phone number and email ID. #ABillionDreamsWithOla,1
@GoogleIndia is giving free 1 Month Ola Select subscription for Level 3 and above @localguides. @Olacabs @googlemaps https://t.co/ipFGLRKjwk,1
"With a dream of greener India, we launch the first ever Electric mass mobility ecosystem in Nagpur #OlaGoesElectric 
https://t.co/DMEuZljYbS",1
Check out Nagpur's brand new charging station inaugurated today. #OlaGoesElectric https://t.co/Sfx4d4WDmB,0
"@Olacabs felicitates cabbie Sunil for a heart touching gesture. 

Read his story here: https://t.co/EzF08bl5zU https://t.co/GnrBkFzwLS",0
@Olacabs Ola launches Indias first Multi Modal Electric Vehicle project in Nagpur @Dev_Fadnavis @nitin_gadkari #OlaGoesElectric @Olacabs https://t.co/8PQGqRC0kc,0
We're partnering with @Olacabs and the GOI in a first-of-its-kind program to build an electric mass mobility ecosystem in Nagpur. #futurise https://t.co/FgcoC43BMM,0
"Congratulations and thanks to Hon @nitin_gadkari ji that this revolutionary project got started from Nagpur.
Best gift on #3yearsofModiGovt https://t.co/evwHfIULev",1
Electric cars: Nagpur gets India's first fleet of electric vehicles - The Economic Times Congrats @bhash n @Olacabs  https://t.co/tAjUiA5nN7,1
Inaugurated India's 1st Multi Modal Electric Vehicle Project &amp; unveiled foundation plaque of 1st of its kind Ola's electric charging station https://t.co/f2zSo8UKpP,1
.@Olacabs and @MahindraRise join hands again to launch #EV mass mobility ecosystem in #Nagpur https://t.co/Q53ku2nATI https://t.co/MNEKTnGUib,1
@HumorouslyVipul @Farjigulzar @ChhotaThalaiva Welcome to #OlaPlay Vipul. Hope to get @tvfhy on there too soon!,1
Just landed in Hyderabad and look what I found inside my Ola Cab.@Farjigulzar @ChhotaThalaiva  #TVF #SmallWorld #Proud https://t.co/iHamLIwMQM,0
Congratulations Nagpur to first fleet of electric taxis - part of India's overall shift towards electro-mobility https://t.co/SfT1E8QtLA https://t.co/zDH3SR6wDa,1
#Bengaluru #GreenTuesdays is back! Book an #OlaShare to travel anywhere in the city @ just ?49 for 7km. Details: https://t.co/IPLUuUKOcF https://t.co/NqONQRX3rv,0
@anuraganurag @Uber Even the best come to us when they need a ride. ??,1
"@Olacabs Great day, today!  Brilliant driver. And splendid car. Had 2 trips with him. Just realised he's my neighbour. ?? #OlaPlay #OlaLove https://t.co/GFF6UQqUqv",1
"@acorn @bhash Hey Nitin, you get the option to rate the ride immediately after ride completion. You also have the option to leave a comment there. https://t.co/59wBkE1bo9",0
Drove in the @Olacabs electric this morning in Nagpur. Reduce your carbon footprint. #Electric #Green https://t.co/kZujwD8iIm,0
@iAbheejit Well done! #OlaGoesElectric https://t.co/nzD3uTM6VD,1
"@anuragkumarlko Great to hear that, Anurag! We'd love to speak with you regarding the #OlaOutstation experience. Please DM your contact number.",1
@CitizenOIndia We have credited you the additional amount to your Ola wallet which you would be able to use it in the future rides. Hope to serve (1/2),1
@CitizenOIndia you better. (2/2),1
"@iamnomadsam You can check the booking CRN/OSN in ""Your Rides"" section of the app.",0
"@virendersehwag Actually, vehicular congestion is one of the prime reasons for the increase in CO2 emissions. So, it is a real problem.",0
"With World Environment Day around the corner, take the 1st step to reduce traffic &amp; pollution. Share ur rides, isse #FarakPadtaHai #OlaShare https://t.co/i9jmQehI3v",1
"With World Environment Day around the corner, take the 1st step to reduce traffic &amp; pollution. Share ur rides, isse #FarakPadtaHai #OlaShare https://t.co/i9jmQehI3v",1
